Open,High,Low,Close,Volume,ticker,date
1652.540039,1652.540039,1629.050049,1630.47998,3219190000,SP,8/27/13
1630.25,1641.180054,1627.469971,1634.959961,2784010000,SP,8/28/13
1633.5,1646.410034,1630.880005,1638.170044,2527550000,SP,8/29/13
1638.890015,1640.079956,1628.050049,1632.969971,2734300000,SP,8/30/13
1635.949951,1651.349976,1633.410034,1639.77002,3731610000,SP,9/3/13
1640.719971,1655.719971,1637.410034,1653.079956,3312150000,SP,9/4/13
1653.280029,1659.170044,1653.069946,1655.079956,2957110000,SP,9/5/13
1657.439941,1664.829956,1640.619995,1655.170044,3123880000,SP,9/6/13
1656.849976,1672.400024,1656.849976,1671.709961,3102780000,SP,9/9/13
1675.109985,1684.089966,1675.109985,1683.98999,3691800000,SP,9/10/13
1681.040039,1689.130005,1678.699951,1689.130005,3135460000,SP,9/11/13
1689.209961,1689.969971,1681.959961,1683.420044,3106290000,SP,9/12/13
1685.040039,1688.72998,1682.219971,1687.98999,2736500000,SP,9/13/13
1691.699951,1704.949951,1691.699951,1697.599976,3079800000,SP,9/16/13
1697.72998,1705.52002,1697.72998,1704.76001,2774240000,SP,9/17/13
1705.73999,1729.439941,1700.349976,1725.52002,3989760000,SP,9/18/13
1727.339966,1729.859985,1720.199951,1722.339966,3740130000,SP,9/19/13
1722.439941,1725.22998,1708.890015,1709.910034,5074030000,SP,9/20/13
1711.439941,1711.439941,1697.099976,1701.839966,3126950000,SP,9/23/13
1702.599976,1707.630005,1694.900024,1697.420044,3268930000,SP,9/24/13
1698.02002,1701.709961,1691.880005,1692.77002,3148730000,SP,9/25/13
1694.050049,1703.849976,1693.109985,1698.670044,2813930000,SP,9/26/13
1695.52002,1695.52002,1687.109985,1691.75,2951700000,SP,9/27/13
1687.26001,1687.26001,1674.98999,1681.550049,3308630000,SP,9/30/13
1682.410034,1696.550049,1682.069946,1695,3238690000,SP,10/1/13
1691.900024,1693.869995,1680.339966,1693.869995,3148600000,SP,10/2/13
1692.349976,1692.349976,1670.359985,1678.660034,3279650000,SP,10/3/13
1678.790039,1691.939941,1677.329956,1690.5,2880270000,SP,10/4/13
1687.150024,1687.150024,1674.699951,1676.119995,2678490000,SP,10/7/13
1676.219971,1676.790039,1655.030029,1655.449951,3569230000,SP,10/8/13
1656.98999,1662.469971,1646.469971,1656.400024,3577840000,SP,10/9/13
1660.880005,1692.560059,1660.880005,1692.560059,3362300000,SP,10/10/13
1691.089966,1703.439941,1688.52002,1703.199951,2944670000,SP,10/11/13
1699.859985,1711.030029,1692.130005,1710.140015,2580580000,SP,10/14/13
1709.170044,1711.569946,1695.930054,1698.060059,3327740000,SP,10/15/13
1700.48999,1721.76001,1700.48999,1721.540039,3486180000,SP,10/16/13
1720.170044,1733.449951,1714.119995,1733.150024,3453590000,SP,10/17/13
1736.719971,1745.310059,1735.73999,1744.5,3664890000,SP,10/18/13
1745.199951,1747.790039,1740.670044,1744.660034,3052710000,SP,10/21/13
1746.47998,1759.329956,1746.47998,1754.670044,3850840000,SP,10/22/13
1752.27002,1752.27002,1740.5,1746.380005,3713380000,SP,10/23/13
1747.47998,1753.939941,1745.5,1752.069946,3671700000,SP,10/24/13
1756.01001,1759.819946,1752.449951,1759.77002,3175720000,SP,10/25/13
1759.420044,1764.98999,1757.670044,1762.109985,3282300000,SP,10/28/13
1762.930054,1772.089966,1762.930054,1771.949951,3358460000,SP,10/29/13
1772.27002,1775.219971,1757.23999,1763.310059,3523040000,SP,10/30/13
1763.23999,1768.530029,1755.719971,1756.540039,3826530000,SP,10/31/13
1758.699951,1765.670044,1752.699951,1761.640015,3686290000,SP,11/1/13
1763.400024,1768.780029,1761.560059,1767.930054,3194870000,SP,11/4/13
1765.670044,1767.030029,1755.76001,1762.969971,3516680000,SP,11/5/13
1765,1773.73999,1764.400024,1770.48999,3322100000,SP,11/6/13
1770.73999,1774.540039,1746.199951,1747.150024,4143200000,SP,11/7/13
1748.369995,1770.780029,1747.630005,1770.609985,3837170000,SP,11/8/13
1769.959961,1773.439941,1767.849976,1771.890015,2534060000,SP,11/11/13
1769.51001,1771.780029,1762.290039,1767.689941,3221030000,SP,11/12/13
1764.369995,1782,1760.640015,1782,3327480000,SP,11/13/13
1782.75,1791.530029,1780.219971,1790.619995,3139060000,SP,11/14/13
1790.660034,1798.219971,1790.660034,1798.180054,3254820000,SP,11/15/13
1798.819946,1802.329956,1788,1791.530029,3168520000,SP,11/18/13
1790.790039,1795.51001,1784.719971,1787.869995,3224450000,SP,11/19/13
1789.589966,1795.72998,1777.22998,1781.369995,3109140000,SP,11/20/13
1783.52002,1797.160034,1783.52002,1795.849976,3256630000,SP,11/21/13
1797.209961,1804.839966,1794.699951,1804.76001,3055140000,SP,11/22/13
1806.329956,1808.099976,1800.579956,1802.47998,2998540000,SP,11/25/13
1802.869995,1808.420044,1800.77002,1802.75,3427120000,SP,11/26/13
1803.47998,1808.27002,1802.77002,1807.22998,2613590000,SP,11/27/13
1808.689941,1813.550049,1803.97998,1805.810059,1598300000,SP,11/29/13
1806.550049,1810.02002,1798.599976,1800.900024,3095430000,SP,12/2/13
1800.099976,1800.099976,1787.849976,1795.150024,3475680000,SP,12/3/13
1793.150024,1799.800049,1779.089966,1792.810059,3610540000,SP,12/4/13
1792.819946,1792.819946,1783.380005,1785.030029,3336880000,SP,12/5/13
1788.359985,1806.040039,1788.359985,1805.089966,3150030000,SP,12/6/13
1806.209961,1811.52002,1806.209961,1808.369995,3129500000,SP,12/9/13
1807.599976,1808.52002,1801.75,1802.619995,3117150000,SP,12/10/13
1802.76001,1802.969971,1780.089966,1782.219971,3472240000,SP,12/11/13
1781.709961,1782.98999,1772.280029,1775.5,3306640000,SP,12/12/13
1777.97998,1780.920044,1772.449951,1775.319946,3061070000,SP,12/13/13
1777.47998,1792.219971,1777.47998,1786.540039,3209890000,SP,12/16/13
1786.469971,1786.77002,1777.050049,1781,3270030000,SP,12/17/13
1781.459961,1811.079956,1767.98999,1810.650024,4327770000,SP,12/18/13
1809,1810.880005,1801.349976,1809.599976,3497210000,SP,12/19/13
1810.390015,1823.75,1810.25,1818.319946,5097700000,SP,12/20/13
1822.920044,1829.75,1822.920044,1827.98999,2851540000,SP,12/23/13
1828.02002,1833.319946,1828.02002,1833.319946,1307630000,SP,12/24/13
1834.959961,1842.839966,1834.959961,1842.02002,1982270000,SP,12/26/13
1842.969971,1844.890015,1839.810059,1841.400024,2052920000,SP,12/27/13
1841.469971,1842.469971,1838.77002,1841.069946,2293860000,SP,12/30/13
1842.609985,1849.439941,1842.410034,1848.359985,2312840000,SP,12/31/13
1845.859985,1845.859985,1827.73999,1831.97998,3080600000,SP,1/2/14
1833.209961,1838.23999,1829.130005,1831.369995,2774270000,SP,1/3/14
1832.310059,1837.160034,1823.72998,1826.77002,3294850000,SP,1/6/14
1828.709961,1840.099976,1828.709961,1837.880005,3511750000,SP,1/7/14
1837.900024,1840.02002,1831.400024,1837.48999,3652140000,SP,1/8/14
1839,1843.22998,1830.380005,1838.130005,3581150000,SP,1/9/14
1840.060059,1843.150024,1832.430054,1842.369995,3335710000,SP,1/10/14
1841.26001,1843.449951,1815.52002,1819.199951,3591350000,SP,1/13/14
1821.359985,1839.26001,1821.359985,1838.880005,3353270000,SP,1/14/14
1840.52002,1850.839966,1840.52002,1848.380005,3777800000,SP,1/15/14
1847.98999,1847.98999,1840.300049,1845.890015,3491310000,SP,1/16/14
1844.22998,1846.040039,1835.22998,1838.699951,3626120000,SP,1/17/14
1841.050049,1849.310059,1832.380005,1843.800049,3782470000,SP,1/21/14
1844.709961,1846.869995,1840.880005,1844.859985,3374170000,SP,1/22/14
1842.290039,1842.290039,1820.060059,1828.459961,3972250000,SP,1/23/14
1826.959961,1826.959961,1790.290039,1790.290039,4618450000,SP,1/24/14
1791.030029,1795.97998,1772.880005,1781.560059,4045200000,SP,1/27/14
1783,1793.869995,1779.48999,1792.5,3437830000,SP,1/28/14
1790.150024,1790.150024,1770.449951,1774.199951,3964020000,SP,1/29/14
1777.170044,1798.77002,1777.170044,1794.189941,3547510000,SP,1/30/14
1790.880005,1793.880005,1772.26001,1782.589966,4059690000,SP,1/31/14
1782.680054,1784.829956,1739.660034,1741.890015,4726040000,SP,2/3/14
1743.819946,1758.72998,1743.819946,1755.199951,4068410000,SP,2/4/14
1753.380005,1755.790039,1737.920044,1751.640015,3984290000,SP,2/5/14
1752.98999,1774.060059,1752.98999,1773.430054,3825410000,SP,2/6/14
1776.01001,1798.030029,1776.01001,1797.02002,3775990000,SP,2/7/14
1796.199951,1799.939941,1791.829956,1799.839966,3312160000,SP,2/10/14
1800.449951,1823.540039,1800.410034,1819.75,3699380000,SP,2/11/14
1820.119995,1826.550049,1815.969971,1819.26001,3326380000,SP,2/12/14
1814.819946,1830.25,1809.219971,1829.829956,3289510000,SP,2/13/14
1828.459961,1841.650024,1825.589966,1838.630005,3114750000,SP,2/14/14
1839.030029,1842.869995,1835.01001,1840.76001,3421110000,SP,2/18/14
1838.900024,1847.5,1826.98999,1828.75,3661570000,SP,2/19/14
1829.23999,1842.790039,1824.579956,1839.780029,3404980000,SP,2/20/14
1841.069946,1846.130005,1835.599976,1836.25,3403880000,SP,2/21/14
1836.780029,1858.709961,1836.780029,1847.609985,4014530000,SP,2/24/14
1847.660034,1852.910034,1840.189941,1845.119995,3515560000,SP,2/25/14
1845.790039,1852.650024,1840.660034,1845.160034,3716730000,SP,2/26/14
1844.900024,1854.530029,1841.130005,1854.290039,3547460000,SP,2/27/14
1855.119995,1867.920044,1847.670044,1859.449951,3917450000,SP,2/28/14
1857.680054,1857.680054,1834.439941,1845.72998,3428220000,SP,3/3/14
1849.22998,1876.22998,1849.22998,1873.910034,3765770000,SP,3/4/14
1874.050049,1876.530029,1871.109985,1873.810059,3392990000,SP,3/5/14
1874.180054,1881.939941,1874.180054,1877.030029,3360450000,SP,3/6/14
1878.52002,1883.569946,1870.560059,1878.040039,3564740000,SP,3/7/14
1877.859985,1877.869995,1867.040039,1877.170044,3021350000,SP,3/10/14
1878.26001,1882.349976,1863.880005,1867.630005,3392400000,SP,3/11/14
1866.150024,1868.380005,1854.380005,1868.199951,3270860000,SP,3/12/14
1869.060059,1874.400024,1841.859985,1846.339966,3670990000,SP,3/13/14
1845.069946,1852.439941,1839.569946,1841.130005,3285460000,SP,3/14/14
1842.810059,1862.300049,1842.810059,1858.829956,2860490000,SP,3/17/14
1858.920044,1873.76001,1858.920044,1872.25,2930190000,SP,3/18/14
1872.25,1874.140015,1850.349976,1860.77002,3289210000,SP,3/19/14
1860.089966,1873.48999,1854.630005,1872.01001,3327540000,SP,3/20/14
1874.530029,1883.969971,1863.459961,1866.52002,5270710000,SP,3/21/14
1867.670044,1873.339966,1849.689941,1857.439941,3409000000,SP,3/24/14
1859.47998,1871.869995,1855.959961,1865.619995,3200560000,SP,3/25/14
1867.089966,1875.920044,1852.560059,1852.560059,3480850000,SP,3/26/14
1852.109985,1855.550049,1842.109985,1849.040039,3733430000,SP,3/27/14
1850.069946,1866.630005,1850.069946,1857.619995,2955520000,SP,3/28/14
1859.160034,1875.180054,1859.160034,1872.339966,3274300000,SP,3/31/14
1873.959961,1885.839966,1873.959961,1885.52002,3336190000,SP,4/1/14
1886.609985,1893.170044,1883.790039,1890.900024,3131660000,SP,4/2/14
1891.430054,1893.800049,1882.650024,1888.77002,3055600000,SP,4/3/14
1890.25,1897.280029,1863.26001,1865.089966,3583750000,SP,4/4/14
1863.920044,1864.040039,1841.47998,1845.040039,3801540000,SP,4/7/14
1845.47998,1854.949951,1837.48999,1851.959961,3721450000,SP,4/8/14
1852.640015,1872.430054,1852.380005,1872.180054,3308650000,SP,4/9/14
1872.280029,1872.530029,1830.869995,1833.079956,3758780000,SP,4/10/14
1830.650024,1835.069946,1814.359985,1815.689941,3743460000,SP,4/11/14
1818.180054,1834.189941,1815.800049,1830.609985,3111540000,SP,4/14/14
1831.449951,1844.02002,1816.290039,1842.97998,3736440000,SP,4/15/14
1846.01001,1862.310059,1846.01001,1862.310059,3155080000,SP,4/16/14
1861.72998,1869.630005,1856.719971,1864.849976,3341430000,SP,4/17/14
1865.790039,1871.890015,1863.180054,1871.890015,2642500000,SP,4/21/14
1872.569946,1884.890015,1872.569946,1879.550049,3215440000,SP,4/22/14
1879.319946,1879.75,1873.910034,1875.390015,3085720000,SP,4/23/14
1881.969971,1884.060059,1870.23999,1878.609985,3191830000,SP,4/24/14
1877.719971,1877.719971,1859.699951,1863.400024,3213020000,SP,4/25/14
1865,1877.01001,1850.609985,1869.430054,4034680000,SP,4/28/14
1870.780029,1880.599976,1870.780029,1878.329956,3647820000,SP,4/29/14
1877.099976,1885.199951,1872.689941,1883.949951,3779230000,SP,4/30/14
1884.390015,1888.589966,1878.040039,1883.680054,3416740000,SP,5/1/14
1885.300049,1891.329956,1878.5,1881.140015,3159560000,SP,5/2/14
1879.449951,1885.51001,1866.77002,1884.660034,2733730000,SP,5/5/14
1883.689941,1883.689941,1867.719971,1867.719971,3327260000,SP,5/6/14
1868.530029,1878.829956,1859.790039,1878.209961,3632950000,SP,5/7/14
1877.390015,1889.069946,1870.050049,1875.630005,3393420000,SP,5/8/14
1875.27002,1878.569946,1867.02002,1878.47998,3025020000,SP,5/9/14
1880.030029,1897.130005,1880.030029,1896.650024,3005740000,SP,5/12/14
1896.75,1902.170044,1896.060059,1897.449951,2915680000,SP,5/13/14
1897.130005,1897.130005,1885.77002,1888.530029,2822060000,SP,5/14/14
1888.160034,1888.160034,1862.359985,1870.849976,3552640000,SP,5/15/14
1871.189941,1878.280029,1864.819946,1877.859985,3173650000,SP,5/16/14
1876.660034,1886,1872.420044,1885.079956,2664250000,SP,5/19/14
1884.880005,1884.880005,1868.140015,1872.829956,3007700000,SP,5/20/14
1873.339966,1888.800049,1873.339966,1888.030029,2777140000,SP,5/21/14
1888.189941,1896.329956,1885.390015,1892.48999,2759800000,SP,5/22/14
1893.319946,1901.26001,1893.319946,1900.530029,2396280000,SP,5/23/14
1902.01001,1912.280029,1902.01001,1911.910034,2911020000,SP,5/27/14
1911.77002,1914.459961,1907.300049,1909.780029,2976450000,SP,5/28/14
1910.599976,1920.030029,1909.819946,1920.030029,2709050000,SP,5/29/14
1920.329956,1924.030029,1916.640015,1923.569946,3263490000,SP,5/30/14
1923.869995,1925.880005,1915.97998,1924.969971,2509020000,SP,6/2/14
1923.069946,1925.069946,1918.790039,1924.23999,2867180000,SP,6/3/14
1923.060059,1928.630005,1918.599976,1927.880005,2793920000,SP,6/4/14
1928.52002,1941.73999,1922.930054,1940.459961,3113270000,SP,6/5/14
1942.410034,1949.439941,1942.410034,1949.439941,2864300000,SP,6/6/14
1948.969971,1955.550049,1947.160034,1951.27002,2812180000,SP,6/9/14
1950.339966,1950.859985,1944.640015,1950.790039,2702360000,SP,6/10/14
1949.369995,1949.369995,1940.079956,1943.890015,2710620000,SP,6/11/14
1943.349976,1943.349976,1925.780029,1930.109985,3040480000,SP,6/12/14
1930.800049,1937.300049,1927.689941,1936.160034,2598230000,SP,6/13/14
1934.839966,1941.150024,1930.910034,1937.780029,2926130000,SP,6/16/14
1937.150024,1943.689941,1933.550049,1941.98999,2971260000,SP,6/17/14
1942.72998,1957.73999,1939.290039,1956.97998,3065220000,SP,6/18/14
1957.5,1959.869995,1952.26001,1959.47998,2952150000,SP,6/19/14
1960.449951,1963.910034,1959.170044,1962.869995,4336240000,SP,6/20/14
1962.920044,1963.73999,1958.890015,1962.609985,2717630000,SP,6/23/14
1961.969971,1968.170044,1948.339966,1949.97998,3089700000,SP,6/24/14
1949.27002,1960.829956,1947.48999,1959.530029,3106710000,SP,6/25/14
1959.890015,1959.890015,1944.689941,1957.219971,2778840000,SP,6/26/14
1956.560059,1961.469971,1952.180054,1960.959961,4290590000,SP,6/27/14
1960.790039,1964.23999,1958.219971,1960.22998,3037350000,SP,6/30/14
1962.290039,1978.579956,1962.290039,1973.319946,3188240000,SP,7/1/14
1973.060059,1976.670044,1972.579956,1974.619995,2851480000,SP,7/2/14
1975.880005,1985.589966,1975.880005,1985.439941,1998090000,SP,7/3/14
1984.219971,1984.219971,1974.880005,1977.650024,2681260000,SP,7/7/14
1976.390015,1976.390015,1959.459961,1963.709961,3302430000,SP,7/8/14
1965.099976,1974.150024,1965.099976,1972.829956,2858800000,SP,7/9/14
1966.670044,1969.839966,1952.859985,1964.680054,3165690000,SP,7/10/14
1965.76001,1968.670044,1959.630005,1967.569946,2684630000,SP,7/11/14
1969.859985,1979.849976,1969.859985,1977.099976,2744920000,SP,7/14/14
1977.359985,1982.52002,1965.339966,1973.280029,3328740000,SP,7/15/14
1976.349976,1983.939941,1975.670044,1981.569946,3390950000,SP,7/16/14
1979.75,1981.800049,1955.589966,1958.119995,3381680000,SP,7/17/14
1961.540039,1979.910034,1960.819946,1978.219971,3106060000,SP,7/18/14
1976.930054,1976.930054,1965.77002,1973.630005,2611160000,SP,7/21/14
1975.650024,1986.23999,1975.650024,1983.530029,2890480000,SP,7/22/14
1985.319946,1989.22998,1982.439941,1987.01001,2869720000,SP,7/23/14
1988.069946,1991.390015,1985.790039,1987.97998,3203530000,SP,7/24/14
1984.599976,1984.599976,1974.369995,1978.339966,2638960000,SP,7/25/14
1978.25,1981.52002,1967.310059,1978.910034,2803320000,SP,7/28/14
1980.030029,1984.849976,1969.949951,1969.949951,3183300000,SP,7/29/14
1973.209961,1978.900024,1962.420044,1970.069946,3448250000,SP,7/30/14
1965.140015,1965.140015,1930.670044,1930.670044,4193000000,SP,7/31/14
1929.800049,1937.349976,1916.369995,1925.150024,3789660000,SP,8/1/14
1926.619995,1942.920044,1921.199951,1938.98999,3072920000,SP,8/4/14
1936.339966,1936.339966,1913.77002,1920.209961,3462520000,SP,8/5/14
1917.290039,1927.910034,1911.449951,1920.23999,3539150000,SP,8/6/14
1923.030029,1928.890015,1904.780029,1909.569946,3230520000,SP,8/7/14
1910.349976,1932.380005,1909.01001,1931.589966,2902280000,SP,8/8/14
1933.430054,1944.900024,1933.430054,1936.920044,2784890000,SP,8/11/14
1935.72998,1939.650024,1928.290039,1933.75,2611700000,SP,8/12/14
1935.599976,1948.410034,1935.599976,1946.719971,2718020000,SP,8/13/14
1947.410034,1955.22998,1947.410034,1955.180054,2609460000,SP,8/14/14
1958.869995,1964.040039,1941.5,1955.060059,3023380000,SP,8/15/14
1958.359985,1971.98999,1958.359985,1971.73999,2638160000,SP,8/18/14
1972.72998,1982.569946,1972.72998,1981.599976,2656430000,SP,8/19/14
1980.459961,1988.569946,1977.680054,1986.51001,2579560000,SP,8/20/14
1986.819946,1994.76001,1986.819946,1992.369995,2638920000,SP,8/21/14
1992.599976,1993.540039,1984.76001,1988.400024,2301860000,SP,8/22/14
1991.73999,2001.949951,1991.73999,1997.920044,2233880000,SP,8/25/14
1998.589966,2005.040039,1998.589966,2000.02002,2451950000,SP,8/26/14
2000.540039,2002.140015,1996.199951,2000.119995,2344350000,SP,8/27/14
1997.420044,1998.550049,1990.52002,1996.73999,2282400000,SP,8/28/14
1998.449951,2003.380005,1994.650024,2003.369995,2259130000,SP,8/29/14
2004.069946,2006.119995,1994.849976,2002.280029,2819980000,SP,9/2/14
2003.569946,2009.280029,1998.140015,2000.719971,2809980000,SP,9/3/14
2001.670044,2011.170044,1992.540039,1997.650024,3072410000,SP,9/4/14
1998,2007.709961,1990.099976,2007.709961,2818300000,SP,9/5/14
2007.170044,2007.170044,1995.599976,2001.540039,2789090000,SP,9/8/14
2000.72998,2001.01001,1984.609985,1988.439941,2882830000,SP,9/9/14
1988.410034,1996.660034,1982.98999,1995.689941,2912430000,SP,9/10/14
1992.849976,1997.650024,1985.930054,1997.449951,2941690000,SP,9/11/14
1996.73999,1996.73999,1980.26001,1985.540039,3206570000,SP,9/12/14
1986.040039,1987.180054,1978.47998,1984.130005,2776530000,SP,9/15/14
1981.930054,2002.280029,1979.060059,1998.97998,3160310000,SP,9/16/14
1999.300049,2010.73999,1993.290039,2001.569946,3209420000,SP,9/17/14
2003.069946,2012.339966,2003.069946,2011.359985,3235340000,SP,9/18/14
2012.73999,2019.26001,2006.589966,2010.400024,4880220000,SP,9/19/14
2009.079956,2009.079956,1991.01001,1994.290039,3349670000,SP,9/22/14
1992.780029,1995.410034,1982.77002,1982.77002,3279350000,SP,9/23/14
1983.339966,1999.790039,1978.630005,1998.300049,3313850000,SP,9/24/14
1997.319946,1997.319946,1965.98999,1965.98999,3273050000,SP,9/25/14
1966.219971,1986.369995,1966.219971,1982.849976,2929440000,SP,9/26/14
1978.959961,1981.280029,1964.040039,1977.800049,3094440000,SP,9/29/14
